time_ms,depth_m,gas_idx,pa
1599381,6.450,0,160780.0
1604481,3.428,0,130390.0
1609581,3.428,0,130390.0
1614681,3.428,0,130390.0
1619781,3.428,0,130390.0
1624881,3.428,0,130390.0
1629981,3.428,0,130390.0
1635081,3.428,0,130390.0
1640181,3.428,0,130390.0
1645281,3.428,0,130390.0
1650381,3.428,0,130390.0
1655481,3.428,0,130390.0
1660581,3.428,0,130390.0
1665681,3.428,0,130390.0
1670781,3.428,0,130390.0
1675881,3.428,0,130390.0
1680981,3.428,0,130390.0
1686081,3.428,0,130390.0
1691181,3.428,0,130390.0
1696281,3.428,0,130390.0
1701381,3.428,0,130390.0
1706481,3.428,0,130390.0
1711581,3.428,0,130390.0
1716681,3.428,0,130390.0
1721781,3.428,0,130390.0
1726881,3.428,0,130390.0
1731981,3.428,0,130390.0
1737081,3.428,0,130390.0
1742181,3.428,0,130390.0
1747281,3.428,0,130390.0
1752381,3.428,0,130390.0
1757481,3.428,0,130390.0
1762581,3.428,0,130390.0
